"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y"
13816, 3.892881436040000e-01, 3.732662868420000e-02, 5.295951821762823e+05, -4.169265464268149e-01, 4.254852551024471e-04, 4.572383306922193e-04
13817, 3.896866663810000e-01, 3.775620208720000e-02, 5.280636357068358e+05, -4.227101924015590e-01, 4.600109078067109e-04, 4.985701811628850e-04
13818, 3.900825969810000e-01, 3.818767514500000e-02, 5.262236551921623e+05, -4.296585913627379e-01, 4.943213031860152e-04, 5.423236606135270e-04
13819, 3.904753883990000e-01, 3.862151501070000e-02, 5.239407216806641e+05, -4.382797331157248e-01, 5.317866893950890e-04, 5.911367438891360e-04
13820, 3.908651590140000e-01, 3.905757501520000e-02, 5.210938045604955e+05, -4.490306708580474e-01, 5.716302482937191e-04, 6.433657219036014e-04
13821, 3.912520753050000e-01, 3.949567052200000e-02, 5.175820728439594e+05, -4.622921770623392e-01, 6.150684625303306e-04, 7.003309879349361e-04
13822, 3.916363060950000e-01, 3.993562068000000e-02, 5.131338761423880e+05, -4.790900969825956e-01, 6.672435743207258e-04, 7.678136963880729e-04
13823, 3.920181134460000e-01, 4.037716957160000e-02, 5.075255553392710e+05, -5.002690443309865e-01, 7.329132959258142e-04, 8.508402494772270e-04
13824, 3.923979948090000e-01, 4.081986635960000e-02, 4.995894949492948e+05, -5.302383365760994e-01, 8.142459705362606e-04, 9.513464957660349e-04
13825, 3.927764872520000e-01, 4.126323629950000e-02, 4.889276140327432e+05, -5.705012641962459e-01, 9.349031548654655e-04, 1.096640054612617e-03
13826, 3.931542959720000e-01, 4.170700653490000e-02, 4.671552073515730e+05, -6.527213566153499e-01, 1.360593522274722e-03, 1.390610380268558e-03
13827, 3.935849420950000e-01, 4.208952694270000e-02, 4.380899836483800e+05, -7.624816331917202e-01, 1.476694254991151e-03, 8.924491143161654e-04
13828, 3.941278276990000e-01, 4.229536632880000e-02, 4.321781592644742e+05, -7.848067143978610e-01, 8.881034382940584e-04, 1.840358516004585e-04
13829, 3.947039946140000e-01, 4.232142085780000e-02, 4.554336458919885e+05, -6.969860022567863e-01, -3.969870521788147e-04, 6.835733345487834e-05
13830, 3.952414316370000e-01, 4.210361449380000e-02, 4.636015425349927e+05, -6.661412166209250e-01, -3.166442403981460e-04, 2.037868062162641e-04
13831, 3.957366419980000e-01, 4.165682669980000e-02, 4.659647860946202e+05, -6.572167965176814e-01, -3.030452794547693e-04, 4.158974269134337e-04
13832, 3.960040926400000e-01, 4.105694335170000e-02, 4.810359710517802e+05, -6.003028210353668e-01, -9.693386383204551e-05, 4.007358929091683e-04
13833, 3.960432294310000e-01, 4.038935851210000e-02, 4.835364781265015e+05, -5.908600467114786e-01, 3.186885542917299e-05, 1.651037628859899e-04
13834, 3.957582495530000e-01, 3.978329802630000e-02, 4.829984042703496e+05, -5.928919985682007e-01, -2.021540737974926e-05, -4.117679168584854e-05
13835, 3.954516614500000e-01, 3.918439286070000e-02, 4.826948370536065e+05, -5.940383727371903e-01, -8.645308753816197e-05, -1.595411985845938e-04
13836, 3.951172148410000e-01, 3.860032759460000e-02, 4.819694516847752e+05, -5.967776772586492e-01, -1.295987842908563e-04, -2.215247695106275e-04
13837, 3.947718195810000e-01, 3.802233093120000e-02, 4.812443216967087e+05, -5.995160173745472e-01, -1.548594770509748e-04, -2.604135075195793e-04
13838, 3.944287845240000e-01, 3.744265512310000e-02, 4.803727335627848e+05, -6.028074337977299e-01, -2.010661767414433e-04, -3.329280058816103e-04
13839, 3.940753122800000e-01, 3.686904503020000e-02, 4.792879529384548e+05, -6.069039383547572e-01, -2.245428108709185e-04, -3.532225970993014e-04
13731, 3.500443242220000e-01, 5.641353899100000e-03, 4.681117891680889e+05, -6.491089748280671e-01, -5.098962054822361e-04, -2.884985383097094e-04
13732, 3.505637162780000e-01, 5.940782778940000e-03, 4.677981851563997e+05, -6.502932513851640e-01, -5.166677375573999e-04, -2.993732545539528e-04
13733, 3.510818259430000e-01, 6.242514459830000e-03, 4.676331950140293e+05, -6.509163108821037e-01, -5.515835912187015e-04, -3.205442525427836e-04
13982, 3.178902493130000e-01, -1.577351750830000e-02, 6.856400316055653e+05, 1.723524492065348e-01, 7.652497145376116e-04, -3.881149247477514e-04
13983, 3.172381211390000e-01, -1.542217049870000e-02, 6.935592297367288e+05, 2.022580637655616e-01, 6.473660609687537e-04, -3.547490820242760e-04
13984, 3.165914261590000e-01, -1.506177750620000e-02, 6.984029100183656e+05, 2.205494656411839e-01, 4.955589597959916e-04, -2.748796600705485e-04
13985, 3.159437285220000e-01, -1.470418892350000e-02, 7.028050395551614e+05, 2.371734201105463e-01, 4.480632152949646e-04, -2.614545141333005e-04
13986, 3.153142180910000e-01, -1.431649915380000e-02, 7.065044645917513e+05, 2.511437208154763e-01, 3.206992293063901e-04, -2.004265362392478e-04
13987, 3.146902021260000e-01, -1.392077589760000e-02, 7.088229560448006e+05, 2.598991415796619e-01, 2.060086189989945e-04, -1.312251008990661e-04
13988, 3.140682128730000e-01, -1.352280828180000e-02, 7.102951330858034e+05, 2.654585881829267e-01, 1.098100952375385e-04, -7.377808832369227e-05
13989, 3.134651652570000e-01, -1.309771060360000e-02, 7.109894294773387e+05, 2.680804900385288e-01, -3.818924197979782e-05, 2.901914466785681e-05
13990, 3.128945318340000e-01, -1.263095450050000e-02, 7.095995896435798e+05, 2.628319770352219e-01, -1.929469863583009e-04, 1.707827604605308e-04
13991, 3.123622506590000e-01, -1.212149012380000e-02, 7.069167836361043e+05, 2.527007792715897e-01, -2.379056670209119e-04, 2.324154924897608e-04
13992, 3.118408098440000e-01, -1.160154936560000e-02, 7.037671487133449e+05, 2.408066750401234e-01, -2.818043953474057e-04, 2.766814131704139e-04
13993, 3.113117696170000e-01, -1.109010600060000e-02, 6.980352607149606e+05, 2.191610954831931e-01, -5.227102731196458e-04, 5.298555611955659e-04
13994, 3.108080730920000e-01, -1.055469542100000e-02, 6.888017782510378e+05, 1.842922914666632e-01, -5.551008618821439e-04, 6.490572248241936e-04
13995, 3.103577327050000e-01, -9.974588816240000e-03, 6.772588410912168e+05, 1.407021925875537e-01, -5.746429491349455e-04, 8.075898977051246e-04
13996, 3.099574163140000e-01, -9.359202077940000e-03, 6.667814908007825e+05, 1.011361160484884e-01, -5.720329453148962e-04, 8.775790710277193e-04
13997, 3.095562528620000e-01, -8.745005901780000e-03, 6.525516952764238e+05, 4.739951631238452e-02, -6.699942520152605e-04, 1.107903709972117e-03
13998, 3.091991276850000e-01, -8.105294626090000e-03, 6.316721255203692e+05, -3.144891694321151e-02, -6.751919349646567e-04, 1.290841848849414e-03
13999, 3.088774555500000e-01, -7.447271240210000e-03, 6.082511583047842e+05, -1.198945406727926e-01, -6.807651522205491e-04, 1.496221277594364e-03
14000, 3.085931283800000e-01, -6.773397640190000e-03, 5.733334228910118e+05, -2.517559134106584e-01, -6.760178857972795e-04, 1.779024430128272e-03
14001, 3.083582517970000e-01, -6.080922538190000e-03, 5.234145995708258e+05, -4.402665510696651e-01, -5.259149470753588e-04, 2.097139117500536e-03
14002, 3.082393749520000e-01, -5.362770016970000e-03, 4.670409861723402e+05, -6.531526950544240e-01, -2.070630129928503e-04, 2.306648892960598e-03
14003, 3.082284020350000e-01, -4.634416928910000e-03, 4.326638187099309e+05, -7.829726973746445e-01, 1.621418750165061e-04, 2.429508279348949e-03
13726, 3.083361242070000e-01, -3.913094441060000e-03, 4.189478998325469e+05, -8.347687222342550e-01, 4.109746071397039e-04, 1.639317783133836e-03
9680, 3.085804339410000e-01, -3.230212986110000e-03, 4.386789291919487e+05, -7.602575723549405e-01, 3.685132297443418e-04, 7.821860527738413e-04
9695, 3.089526352380000e-01, -2.604521801310000e-03, 4.468912088901426e+05, -7.292451810449345e-01, -2.942210717371651e-04, -3.995007933997683e-04
9721, 3.095146713300000e-01, -1.961681891700000e-03, 4.664742040911298e+05, -6.552930590381130e-01, -3.661602823314985e-04, -3.665670025081684e-04
9773, 3.101596252050000e-01, -1.396191145010000e-03, 4.646829605037727e+05, -6.620574106072487e-01, -4.504742442585885e-04, -2.835158723951915e-04
9779, 3.109480091120000e-01, -1.059579236820000e-03, 4.704843365757008e+05, -6.401494201964120e-01, -4.633037285808635e-04, -1.718689158888835e-04
9781, 3.117681576550000e-01, -7.994838204210000e-04, 4.675645479190916e+05, -6.511755459116864e-01, -4.317789501842223e-04, -6.713713087742651e-05
9783, 3.126276403690000e-01, -7.984140654310000e-04, 4.745478682519701e+05, -6.248041276495957e-01, -6.033916186983505e-04, 2.257309135559303e-05
9787, 3.134889760550000e-01, -8.638602382330000e-04, 4.673700917184915e+05, -6.519098793741712e-01, -2.610395622601691e-04, 1.927101129195853e-05
9789, 3.143517186010000e-01, -9.256925928290000e-04, 4.741566115330584e+05, -6.262816475241595e-01, -1.409347753841277e-04, 9.920794845917610e-06
9795, 3.152156760910000e-01, -9.854075055479999e-04, 4.748889832147869e+05, -6.235159602834868e-01, -1.537305449471226e-04, 1.046141608954819e-05
9801, 3.160807896700000e-01, -1.043356469630000e-03, 4.749394810424232e+05, -6.233252631264834e-01, -1.474933569968090e-04, 9.218678165711944e-06
9813, 3.169473900520000e-01, -1.093643659410000e-03, 4.749349101736250e+05, -6.233425242984117e-01, -1.449419092400853e-04, 8.239756461651755e-06
9823, 3.178150881410000e-01, -1.141949051360000e-03, 4.749222104828821e+05, -6.233904826964827e-01, -1.450396793108059e-04, 7.815649810620025e-06
9928, 3.186839010050000e-01, -1.187217787300000e-03, 4.748338779470169e+05, -6.237240567183537e-01, -1.451960906839490e-04, 6.592367153037524e-06
9942, 3.195541625910000e-01, -1.220908596530000e-03, 4.746760829984492e+05, -6.243199446899727e-01, -1.477488697265326e-04, 5.372575993358103e-06
9958, 3.204254771740000e-01, -1.250546531090000e-03, 4.744849377820228e+05, -6.250417747379868e-01, -1.524596822346455e-04, 4.461791938399795e-06
9974, 3.212978991460000e-01, -1.271939725480000e-03, 4.742835277686428e+05, -6.258023681880693e-01, -1.749451367011057e-04, 4.265341104607592e-06
9977, 3.221711741320000e-01, -1.293108405810000e-03, 4.741170867101734e+05, -6.264309068429863e-01, -1.872172014368027e-04, 4.515185751223723e-06
9979, 3.230452686200000e-01, -1.314081674460000e-03, 4.739867751979734e+05, -6.269230079107855e-01, -1.922234363959996e-04, 3.934422285048846e-06
9982, 3.239202722220000e-01, -1.328908881720000e-03, 4.738596427368773e+05, -6.274031037887402e-01, -1.989690735492757e-04, 1.992440121589493e-06
9984, 3.247961488740000e-01, -1.331614670940000e-03, 4.737315562590443e+05, -6.278868023618602e-01, -2.046451911182391e-04, -1.486981890499483e-06
10589, 3.256726136050000e-01, -1.316176112930000e-03, 4.735676270730884e+05, -6.285058553226494e-01, -2.074157860833472e-04, -6.520491357359793e-06
9972, 3.265490050280000e-01, -1.276510459160000e-03, 4.732841210496954e+05, -6.295764715290286e-01, -2.115102773688801e-04, -1.278932679987038e-05
9970, 3.274244742370000e-01, -1.210246895640000e-03, 4.728218388907011e+05, -6.313222078820560e-01, -2.137076581055818e-04, -1.802512003331986e-05
